Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EmployeeCount;EmployeeNumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
58;Yes;Travel_Frequently;781;Research & Development;2;1;Life Sciences;1;E918;4;Male;57;2;1;Laboratory Technician;4;Divorced;2380;13384;9;Y;Yes;14;3;4;80;1;3;3;2;1;0;0;0
43;No;Travel_Rarely;177;Research & Development;8;3;Life Sciences;1;E920;1;Female;55;3;2;Manufacturing Director;2;Divorced;4765;23814;4;Y;No;21;4;3;80;1;4;2;4;1;0;0;0
20;Yes;Travel_Rarely;500;Sales;2;3;Medical;1;E922;3;Female;49;2;1;Sales Representative;3;Single;2044;22052;1;Y;No;13;3;4;80;0;2;3;2;2;2;0;2
21;Yes;Travel_Rarely;1427;Research & Development;18;1;Other;1;E923;4;Female;65;3;1;Research Scientist;4;Single;2693;8870;1;Y;No;19;3;1;80;0;1;3;2;1;0;0;0
36;No;Travel_Rarely;1425;Research & Development;14;1;Life Sciences;1;E924;3;Male;68;3;2;Healthcare Representative;4;Married;6586;4821;0;Y;Yes;17;3;1;80;1;17;2;2;16;8;4;11
47;No;Travel_Rarely;1454;Sales;2;4;Life Sciences;1;E925;4;Female;65;2;1;Sales Representative;4;Single;3294;13137;1;Y;Yes;18;3;1;80;0;3;3;2;3;2;1;2
22;Yes;Travel_Rarely;617;Research & Development;3;1;Life Sciences;1;E926;2;Female;34;3;2;Manufacturing Director;3;Married;4171;10022;0;Y;Yes;19;3;1;80;1;4;3;4;3;2;0;2
41;Yes;Travel_Rarely;1085;Research & Development;2;4;Life Sciences;1;E927;2;Female;57;1;1;Laboratory Technician;4;Divorced;2778;17725;4;Y;Yes;13;3;3;80;1;10;1;2;7;7;1;0
28;No;Travel_Rarely;995;Research & Development;9;3;Medical;1;E930;3;Female;77;3;1;Research Scientist;3;Divorced;2377;9834;5;Y;No;18;3;2;80;1;6;2;3;2;2;2;2
39;Yes;Travel_Rarely;1122;Research & Development;6;3;Medical;1;E932;4;Male;70;3;1;Laboratory Technician;1;Married;2404;4303;7;Y;Yes;21;4;4;80;0;8;2;1;2;2;2;2
27;No;Travel_Rarely;618;Research & Development;4;3;Life Sciences;1;E933;2;Female;76;3;1;Research Scientist;3;Single;2318;17808;1;Y;No;19;3;3;80;0;1;2;3;1;1;0;0
34;No;Travel_Rarely;546;Research & Development;10;3;Life Sciences;1;E934;2;Male;83;3;1;Laboratory Technician;2;Divorced;2008;6896;1;Y;No;14;3;2;80;2;1;3;3;1;0;1;0
42;No;Travel_Rarely;462;Sales;14;2;Medical;1;E936;3;Female;68;2;2;Sales Executive;3;Single;6244;7824;7;Y;No;17;3;1;80;0;10;6;3;5;4;0;3
33;No;Travel_Rarely;1198;Research & Development;1;4;Other;1;E939;3;Male;100;2;1;Research Scientist;1;Single;2799;3339;3;Y;Yes;11;3;2;80;0;6;1;3;3;2;0;2
58;No;Travel_Rarely;1272;Research & Development;5;3;Technical Degree;1;E940;3;Female;37;2;3;Healthcare Representative;2;Divorced;10552;9255;2;Y;Yes;13;3;4;80;1;24;3;3;6;0;0;4
31;No;Travel_Rarely;154;Sales;7;4;Life Sciences;1;E941;2;Male;41;2;1;Sales Representative;3;Married;2329;11737;3;Y;No;15;3;2;80;0;13;2;4;7;7;5;2
35;No;Travel_Rarely;1137;Research & Development;21;1;Life Sciences;1;E942;4;Female;51;3;2;Healthcare Representative;4;Married;4014;19170;1;Y;Yes;25;4;4;80;1;10;2;1;10;6;0;7
49;No;Travel_Rarely;527;Research & Development;8;2;Other;1;E944;1;Female;51;3;3;Laboratory Technician;2;Married;7403;22477;4;Y;No;11;3;3;80;1;29;3;2;26;9;1;7
31;No;Non-Travel;1188;Sales;20;2;Marketing;1;E947;4;Female;45;3;2;Sales Executive;3;Married;6932;24406;1;Y;No;13;3;4;80;1;9;2;2;9;8;0;0
36;No;Travel_Rarely;188;Research & Development;7;4;Other;1;E949;2;Male;65;3;1;Research Scientist;4;Single;4678;23293;2;Y;No;18;3;3;80;0;8;6;3;6;2;0;1
38;No;Travel_Rarely;1333;Research & Development;1;3;Technical Degree;1;E950;4;Female;80;3;3;Research Director;1;Married;13582;16292;1;Y;No;13;3;2;80;1;15;3;3;15;12;5;11
32;No;Non-Travel;1184;Research & Development;1;3;Life Sciences;1;E951;3;Female;70;2;1;Laboratory Technician;2;Married;2332;3974;6;Y;No;20;4;3;80;0;5;3;3;3;0;0;2
25;Yes;Travel_Rarely;867;Sales;19;2;Marketing;1;E952;3;Male;36;2;1;Sales Representative;2;Married;2413;18798;1;Y;Yes;18;3;3;80;3;1;2;3;1;0;0;0
40;No;Travel_Rarely;658;Sales;10;4;Marketing;1;E954;1;Male;67;2;3;Sales Executive;2;Divorced;9705;20652;2;Y;No;12;3;2;80;1;11;2;2;1;0;0;0
26;No;Travel_Frequently;1283;Sales;1;3;Medical;1;E956;3;Male;52;2;2;Sales Executive;1;Single;4294;11148;1;Y;No;12;3;2;80;0;7;2;3;7;7;0;7
41;No;Travel_Rarely;263;Research & Development;6;3;Medical;1;E957;4;Male;59;3;1;Laboratory Technician;1;Single;4721;3119;2;Y;Yes;13;3;3;80;0;20;3;3;18;13;2;17
36;No;Travel_Rarely;938;Research & Development;2;4;Medical;1;E958;3;Male;79;3;1;Laboratory Technician;3;Single;2519;12287;4;Y;No;21;4;3;80;0;16;6;3;11;8;3;9
19;Yes;Travel_Rarely;419;Sales;21;3;Other;1;E959;4;Male;37;2;1;Sales Representative;2;Single;2121;9947;1;Y;Yes;13;3;2;80;0;1;3;4;1;0;0;0
20;Yes;Travel_Rarely;129;Research & Development;4;3;Technical Degree;1;E960;1;Male;84;3;1;Laboratory Technician;1;Single;2973;13008;1;Y;No;19;3;2;80;0;1;2;3;1;0;0;0
31;No;Travel_Rarely;616;Research & Development;12;3;Medical;1;E961;4;Female;41;3;2;Healthcare Representative;4;Married;5855;17369;0;Y;Yes;11;3;3;80;2;10;2;1;9;7;8;5
40;No;Travel_Frequently;1469;Research & Development;9;4;Medical;1;E964;4;Male;35;3;1;Research Scientist;2;Divorced;3617;25063;8;Y;Yes;14;3;4;80;1;3;2;3;1;1;0;0
32;No;Travel_Rarely;498;Research & Development;3;4;Medical;1;E966;3;Female;93;3;2;Manufacturing Director;1;Married;6725;13554;1;Y;No;12;3;3;80;1;8;2;4;8;7;6;3
36;Yes;Travel_Rarely;530;Sales;3;1;Life Sciences;1;E967;3;Male;51;2;3;Sales Executive;4;Married;10325;5518;1;Y;Yes;11;3;1;80;1;16;6;3;16;7;3;7
33;No;Travel_Rarely;1069;Research & Development;1;3;Life Sciences;1;E969;2;Female;42;2;2;Healthcare Representative;4;Single;6949;12291;0;Y;No;14;3;1;80;0;6;3;3;5;0;1;4
37;Yes;Travel_Rarely;625;Sales;1;4;Life Sciences;1;E970;1;Male;46;2;3;Sales Executive;3;Married;10609;14922;5;Y;No;11;3;3;80;0;17;2;1;14;1;11;7
45;No;Non-Travel;805;Research & Development;4;2;Life Sciences;1;E972;3;Male;57;3;2;Laboratory Technician;2;Married;4447;23163;1;Y;No;12;3;2;80;0;9;5;2;9;7;0;8
29;No;Travel_Frequently;1404;Sales;20;3;Technical Degree;1;E974;3;Female;84;3;1;Sales Representative;4;Married;2157;18203;1;Y;No;15;3;2;80;1;3;5;3;3;1;0;2
35;No;Travel_Rarely;1219;Sales;18;3;Medical;1;E975;3;Female;86;3;2;Sales Executive;3;Married;4601;6179;1;Y;No;16;3;2;80;0;5;3;3;5;2;1;0
52;No;Travel_Rarely;1053;Research & Development;1;2;Life Sciences;1;E976;4;Male;70;3;4;Manager;4;Married;17099;13829;2;Y;No;15;3;2;80;1;26;2;2;9;8;7;8
58;Yes;Travel_Rarely;289;Research & Development;2;3;Technical Degree;1;E977;4;Male;51;3;1;Research Scientist;3;Single;2479;26227;4;Y;No;24;4;1;80;0;7;4;3;1;0;0;0
53;No;Travel_Rarely;1376;Sales;2;2;Medical;1;E981;3;Male;45;3;4;Manager;3;Divorced;14852;13938;6;Y;No;13;3;3;80;1;22;3;4;17;13;15;2
30;No;Travel_Rarely;231;Sales;8;2;Other;1;E982;3;Male;62;3;3;Sales Executive;3;Divorced;7264;9977;5;Y;No;11;3;1;80;1;10;2;4;8;4;7;7
38;No;Non-Travel;152;Sales;10;3;Technical Degree;1;E983;3;Female;85;3;2;Sales Executive;4;Single;5666;19899;1;Y;Yes;13;3;2;80;0;6;1;3;5;3;1;3
35;No;Travel_Rarely;882;Sales;3;4;Life Sciences;1;E984;4;Male;92;3;3;Sales Executive;4;Divorced;7823;6812;6;Y;No;13;3;2;80;1;12;2;3;10;9;0;8
39;No;Travel_Rarely;903;Sales;2;5;Life Sciences;1;E985;1;Male;41;4;3;Sales Executive;3;Single;7880;2560;0;Y;No;18;3;4;80;0;9;3;3;8;7;0;7
40;Yes;Non-Travel;1479;Sales;24;3;Life Sciences;1;E986;2;Female;100;4;4;Sales Executive;2;Single;13194;17071;4;Y;Yes;16;3;4;80;0;22;2;2;1;0;0;0
47;No;Travel_Frequently;1379;Research & Development;16;4;Medical;1;E987;3;Male;64;4;2;Manufacturing Director;3;Divorced;5067;6759;1;Y;Yes;19;3;3;80;0;20;3;4;19;10;2;7
36;No;Non-Travel;1229;Sales;8;4;Technical Degree;1;E990;1;Male;84;3;2;Sales Executive;4;Divorced;5079;25952;4;Y;No;13;3;4;80;2;12;3;3;7;7;0;7
31;Yes;Non-Travel;335;Research & Development;9;2;Medical;1;E991;3;Male;46;2;1;Research Scientist;1;Single;2321;10322;0;Y;Yes;22;4;1;80;0;4;0;3;3;2;1;2
33;No;Non-Travel;722;Sales;17;3;Life Sciences;1;E992;4;Male;38;3;4;Manager;3;Single;17444;20489;1;Y;No;11;3;4;80;0;10;2;3;10;8;6;0
33;No;Travel_Rarely;461;Research & Development;13;1;Life Sciences;1;E995;2;Female;53;3;1;Research Scientist;4;Single;3452;17241;3;Y;No;18;3;1;80;0;5;4;3;3;2;0;2
45;No;Travel_Rarely;974;Research & Development;1;4;Medical;1;E996;4;Female;91;3;1;Laboratory Technician;4;Divorced;2270;11005;3;Y;No;14;3;4;80;2;8;2;3;5;3;0;2
50;No;Travel_Rarely;1126;Research & Development;1;2;Medical;1;E997;4;Male;66;3;4;Research Director;4;Divorced;17399;6615;9;Y;No;22;4;3;80;1;32;1;2;5;4;1;3
33;No;Travel_Frequently;827;Research & Development;1;4;Other;1;E998;3;Female;84;4;2;Healthcare Representative;2;Married;5488;20161;1;Y;Yes;13;3;1;80;1;6;2;3;6;5;1;2
41;No;Travel_Frequently;840;Research & Development;9;3;Medical;1;E999;1;Male;64;3;5;Research Director;3;Divorced;19419;3735;2;Y;No;17;3;2;80;1;21;2;4;18;16;0;11
27;No;Travel_Rarely;1134;Research & Development;16;4;Technical Degree;1;E1001;3;Female;37;3;1;Laboratory Technician;2;Married;2811;12086;9;Y;No;14;3;2;80;1;4;2;3;2;2;2;2
45;No;Non-Travel;248;Research & Development;23;2;Life Sciences;1;E1002;4;Male;42;3;2;Laboratory Technician;1;Married;3633;14039;1;Y;Yes;15;3;3;80;1;9;2;3;9;8;0;8
47;No;Travel_Rarely;955;Sales;4;2;Life Sciences;1;E1003;4;Female;83;3;2;Sales Executive;4;Single;4163;8571;1;Y;Yes;17;3;3;80;0;9;0;3;9;0;0;7
30;Yes;Travel_Rarely;138;Research & Development;22;3;Life Sciences;1;E1004;1;Female;48;3;1;Research Scientist;3;Married;2132;11539;4;Y;Yes;11;3;2;80;0;7;2;3;5;2;0;1
50;No;Travel_Rarely;939;Research & Development;24;3;Life Sciences;1;E1005;4;Male;95;3;4;Manufacturing Director;3;Married;13973;4161;3;Y;Yes;18;3;4;80;1;22;2;3;12;11;1;5
38;No;Travel_Frequently;1391;Research & Development;10;1;Medical;1;E1006;3;Male;66;3;1;Research Scientist;3;Married;2684;12127;0;Y;No;17;3;2;80;1;3;0;2;2;1;0;2
46;No;Travel_Rarely;566;Research & Development;7;2;Medical;1;E1007;4;Male;75;3;3;Manufacturing Director;3;Divorced;10845;24208;6;Y;No;13;3;2;80;1;13;3;3;8;7;0;7
24;No;Travel_Rarely;1206;Research & Development;17;1;Medical;1;E1009;4;Female;41;2;2;Manufacturing Director;3;Divorced;4377;24117;1;Y;No;15;3;2;80;2;5;6;3;4;2;3;2
35;Yes;Travel_Rarely;622;Research & Development;14;4;Other;1;E1010;3;Male;39;2;1;Laboratory Technician;2;Divorced;3743;10074;1;Y;Yes;24;4;4;80;1;5;2;1;4;2;0;2
31;No;Travel_Frequently;853;Research & Development;1;1;Life Sciences;1;E1011;3;Female;96;3;2;Manufacturing Director;1;Married;4148;11275;1;Y;No;12;3;3;80;1;4;1;3;4;3;0;3
54;No;Travel_Rarely;1441;Research & Development;17;3;Technical Degree;1;E1013;3;Female;56;3;3;Manufacturing Director;3;Married;10739;13943;8;Y;No;11;3;3;80;1;22;2;3;10;7;0;8
35;No;Travel_Rarely;583;Research & Development;25;4;Medical;1;E1014;3;Female;57;3;3;Healthcare Representative;3;Divorced;10388;6975;1;Y;Yes;11;3;3;80;1;16;3;2;16;10;10;1
30;No;Travel_Rarely;153;Research & Development;8;2;Life Sciences;1;E1015;2;Female;73;4;3;Research Director;1;Married;11416;17802;0;Y;Yes;12;3;3;80;3;9;4;2;8;7;1;7
20;Yes;Travel_Rarely;1097;Research & Development;11;3;Medical;1;E1016;4;Female;98;2;1;Research Scientist;1;Single;2600;18275;1;Y;Yes;15;3;1;80;0;1;2;3;1;0;0;0
30;Yes;Travel_Frequently;109;Research & Development;5;3;Medical;1;E1017;2;Female;60;3;1;Laboratory Technician;2;Single;2422;25725;0;Y;No;17;3;1;80;0;4;3;3;3;2;1;2
26;No;Travel_Rarely;1066;Research & Development;2;2;Medical;1;E1018;4;Male;32;4;2;Manufacturing Director;4;Married;5472;3334;1;Y;No;12;3;2;80;0;8;2;3;8;7;1;3
22;No;Travel_Rarely;217;Research & Development;8;1;Life Sciences;1;E1019;2;Male;94;1;1;Laboratory Technician;1;Married;2451;6881;1;Y;No;15;3;1;80;1;4;3;2;4;3;1;1
48;No;Travel_Rarely;277;Research & Development;6;3;Life Sciences;1;E1022;1;Male;97;2;2;Healthcare Representative;3;Single;4240;13119;2;Y;No;13;3;4;80;0;19;0;3;2;2;2;2
48;No;Travel_Rarely;1355;Research & Development;4;4;Life Sciences;1;E1024;3;Male;78;2;3;Healthcare Representative;3;Single;10999;22245;7;Y;No;14;3;2;80;0;27;3;3;15;11;4;8
41;No;Travel_Rarely;549;Research & Development;7;2;Medical;1;E1025;4;Female;42;3;2;Manufacturing Director;3;Single;5003;23371;6;Y;No;14;3;2;80;0;8;6;3;2;2;2;1
39;No;Travel_Rarely;466;Research & Development;1;1;Life Sciences;1;E1026;4;Female;65;2;4;Manufacturing Director;4;Married;12742;7060;1;Y;No;16;3;3;80;1;21;3;3;21;6;11;8
27;No;Travel_Rarely;1055;Research & Development;2;4;Life Sciences;1;E1027;1;Female;47;3;2;Manufacturing Director;4;Married;4227;4658;0;Y;No;18;3;2;80;1;4;2;3;3;2;2;2
35;No;Travel_Rarely;802;Research & Development;10;3;Other;1;E1028;2;Male;45;3;1;Laboratory Technician;4;Divorced;3917;9541;1;Y;No;20;4;1;80;1;3;4;2;3;2;1;2
42;No;Travel_Rarely;265;Sales;5;2;Marketing;1;E1029;4;Male;90;3;5;Manager;3;Married;18303;7770;6;Y;No;13;3;2;80;0;21;3;4;1;0;0;0
50;No;Travel_Rarely;804;Research & Development;9;3;Life Sciences;1;E1030;1;Male;64;3;1;Laboratory Technician;4;Married;2380;20165;4;Y;No;18;3;2;80;0;8;5;3;1;0;0;0
59;No;Travel_Rarely;715;Research & Development;2;3;Life Sciences;1;E1032;3;Female;69;2;4;Manufacturing Director;4;Single;13726;21829;3;Y;Yes;13;3;1;80;0;30;4;3;5;3;4;3
37;Yes;Travel_Rarely;1141;Research & Development;11;2;Medical;1;E1033;1;Female;61;1;2;Healthcare Representative;2;Married;4777;14382;5;Y;No;15;3;1;80;0;15;2;1;1;0;0;0
55;No;Travel_Frequently;135;Research & Development;18;4;Medical;1;E1034;3;Male;62;3;2;Healthcare Representative;2;Married;6385;12992;3;Y;Yes;14;3;4;80;2;17;3;3;8;7;6;7
41;No;Non-Travel;247;Research & Development;7;1;Life Sciences;1;E1035;2;Female;55;1;5;Research Director;3;Divorced;19973;20284;1;Y;No;22;4;2;80;2;21;3;3;21;16;5;10
38;No;Travel_Rarely;1035;Sales;3;4;Life Sciences;1;E1036;2;Male;42;3;2;Sales Executive;4;Single;6861;4981;8;Y;Yes;12;3;3;80;0;19;1;3;1;0;0;0
26;Yes;Non-Travel;265;Sales;29;2;Medical;1;E1037;2;Male;79;1;2;Sales Executive;1;Single;4969;21813;8;Y;No;18;3;4;80;0;7;6;3;2;2;2;2
52;Yes;Travel_Rarely;266;Sales;2;1;Marketing;1;E1038;1;Female;57;1;5;Manager;4;Married;19845;25846;1;Y;No;15;3;4;80;1;33;3;3;32;14;6;9
44;No;Travel_Rarely;1448;Sales;28;3;Medical;1;E1039;4;Female;53;4;4;Sales Executive;4;Married;13320;11737;3;Y;Yes;18;3;3;80;1;23;2;3;12;11;11;11
50;No;Non-Travel;145;Sales;1;3;Life Sciences;1;E1040;4;Female;95;3;2;Sales Executive;3;Married;6347;24920;0;Y;No;12;3;1;80;1;19;3;3;18;7;0;13
36;Yes;Travel_Rarely;885;Research & Development;16;4;Life Sciences;1;E1042;3;Female;43;4;1;Laboratory Technician;1;Single;2743;8269;1;Y;No;16;3;3;80;0;18;1;3;17;13;15;14
39;No;Travel_Frequently;945;Research & Development;22;3;Medical;1;E1043;4;Female;82;3;3;Manufacturing Director;1;Single;10880;5083;1;Y;Yes;13;3;3;80;0;21;2;3;21;6;2;8
33;No;Non-Travel;1038;Sales;8;1;Life Sciences;1;E1044;2;Female;88;2;1;Sales Representative;4;Single;2342;21437;0;Y;No;19;3;4;80;0;3;2;2;2;2;2;2
45;No;Travel_Rarely;1234;Sales;11;2;Life Sciences;1;E1045;4;Female;90;3;4;Manager;4;Married;17650;5404;3;Y;No;13;3;2;80;1;26;4;4;9;3;1;1
32;No;Non-Travel;1109;Research & Development;29;4;Medical;1;E1046;4;Female;69;3;1;Laboratory Technician;3;Single;4025;11135;9;Y;No;12;3;2;80;0;10;2;3;8;7;7;7
34;No;Travel_Rarely;216;Sales;1;4;Marketing;1;E1047;2;Male;75;4;2;Sales Executive;4;Divorced;9725;12278;0;Y;No;11;3;4;80;1;16;2;2;15;1;0;9
59;No;Travel_Rarely;1089;Sales;1;2;Technical Degree;1;E1048;2;Male;66;3;3;Manager;4;Married;11904;11038;3;Y;Yes;14;3;3;80;1;14;1;1;6;4;0;4
45;No;Travel_Rarely;788;Human Resources;24;4;Medical;1;E1049;2;Male;36;3;1;Human Resources;2;Single;2177;8318;1;Y;No;16;3;1;80;0;6;3;3;6;3;0;4
53;No;Travel_Frequently;124;Sales;2;3;Marketing;1;E1050;3;Female;38;2;3;Sales Executive;2;Married;7525;23537;2;Y;No;12;3;1;80;1;30;2;3;15;7;6;12
36;Yes;Travel_Rarely;660;Research & Development;15;3;Other;1;E1052;1;Male;81;3;2;Laboratory Technician;3;Divorced;4834;7858;7;Y;No;14;3;2;80;1;9;3;2;1;0;0;0
26;Yes;Travel_Frequently;342;Research & Development;2;3;Life Sciences;1;E1053;1;Male;57;3;1;Research Scientist;1;Married;2042;15346;6;Y;Yes;14;3;2;80;1;6;2;3;3;2;1;2
34;No;Travel_Rarely;1333;Sales;10;4;Life Sciences;1;E1055;3;Female;87;3;1;Sales Representative;3;Married;2220;18410;1;Y;Yes;19;3;4;80;1;1;2;3;1;1;0;0
28;No;Travel_Rarely;1144;Sales;10;1;Medical;1;E1056;4;Male;74;3;1;Sales Representative;2;Married;1052;23384;1;Y;No;22;4;2;80;0;1;5;3;1;0;0;0
38;No;Travel_Frequently;1186;Research & Development;3;4;Other;1;E1060;3;Male;44;3;1;Research Scientist;3;Married;2821;2997;3;Y;No;16;3;1;80;1;8;2;3;2;2;2;2
50;No;Travel_Rarely;1464;Research & Development;2;4;Medical;1;E1061;2;Male;62;3;5;Research Director;3;Married;19237;12853;2;Y;Yes;11;3;4;80;1;29;2;2;8;1;7;7
37;No;Travel_Rarely;124;Research & Development;3;3;Other;1;E1062;4;Female;35;3;2;Healthcare Representative;2;Single;4107;13848;3;Y;No;15;3;1;80;0;8;3;2;4;3;0;1
40;No;Travel_Rarely;300;Sales;26;3;Marketing;1;E1066;3;Male;74;3;2;Sales Executive;1;Married;8396;22217;1;Y;No;14;3;2;80;1;8;3;2;7;7;7;5
26;No;Travel_Frequently;921;Research & Development;1;1;Medical;1;E1068;1;Female;66;2;1;Research Scientist;3;Divorced;2007;25265;1;Y;No;13;3;3;80;2;5;5;3;5;3;1;3
46;No;Travel_Rarely;430;Research & Development;1;4;Medical;1;E1069;4;Male;40;3;5;Research Director;4;Divorced;19627;21445;9;Y;No;17;3;4;80;2;23;0;3;2;2;2;2
54;No;Travel_Rarely;1082;Sales;2;4;Life Sciences;1;E1070;3;Female;41;2;3;Sales Executive;3;Married;10686;8392;6;Y;No;11;3;2;80;1;13;4;3;9;4;7;0
56;No;Travel_Frequently;1240;Research & Development;9;3;Medical;1;E1071;1;Female;63;3;1;Research Scientist;3;Married;2942;12154;2;Y;No;19;3;2;80;1;18;4;3;5;4;0;3
36;No;Travel_Rarely;796;Research & Development;12;5;Medical;1;E1073;4;Female;51;2;3;Manufacturing Director;4;Single;8858;15669;0;Y;No;11;3;2;80;0;15;2;2;14;8;7;8
55;No;Non-Travel;444;Research & Development;2;1;Medical;1;E1074;3;Male;40;2;4;Manager;1;Single;16756;17323;7;Y;No;15;3;2;80;0;31;3;4;9;7;6;2
43;No;Travel_Rarely;415;Sales;25;3;Medical;1;E1076;3;Male;79;2;3;Sales Executive;4;Divorced;10798;5268;5;Y;No;13;3;3;80;1;18;5;3;1;0;0;0
20;Yes;Travel_Frequently;769;Sales;9;3;Marketing;1;E1077;4;Female;54;3;1;Sales Representative;4;Single;2323;17205;1;Y;Yes;14;3;2;80;0;2;3;3;2;2;0;2
21;Yes;Travel_Rarely;1334;Research & Development;10;3;Life Sciences;1;E1079;3;Female;36;2;1;Laboratory Technician;1;Single;1416;17258;1;Y;No;13;3;1;80;0;1;6;2;1;0;1;0
46;No;Travel_Rarely;1003;Research & Development;8;4;Life Sciences;1;E1080;4;Female;74;2;2;Research Scientist;1;Divorced;4615;21029;8;Y;Yes;23;4;1;80;3;19;2;3;16;13;1;7
51;Yes;Travel_Rarely;1323;Research & Development;4;4;Life Sciences;1;E1081;1;Male;34;3;1;Research Scientist;3;Married;2461;10332;9;Y;Yes;12;3;3;80;3;18;2;4;10;0;2;7
28;Yes;Non-Travel;1366;Research & Development;24;2;Technical Degree;1;E1082;2;Male;72;2;3;Healthcare Representative;1;Single;8722;12355;1;Y;No;12;3;1;80;0;10;2;2;10;7;1;9
26;No;Travel_Rarely;192;Research & Development;1;2;Medical;1;E1083;1;Male;59;2;1;Laboratory Technician;1;Married;3955;11141;1;Y;No;16;3;1;80;2;6;2;3;5;3;1;3
30;No;Travel_Rarely;1176;Research & Development;20;3;Other;1;E1084;3;Male;85;3;2;Manufacturing Director;1;Married;9957;9096;0;Y;No;15;3;3;80;1;7;1;2;6;2;0;2
41;No;Travel_Rarely;509;Research & Development;7;2;Technical Degree;1;E1085;2;Female;43;4;1;Research Scientist;3;Married;3376;18863;1;Y;No;13;3;3;80;0;10;3;3;10;6;0;8
38;No;Travel_Rarely;330;Research & Development;17;1;Life Sciences;1;E1088;3;Female;65;2;3;Healthcare Representative;3;Married;8823;24608;0;Y;No;18;3;1;80;1;20;4;2;19;9;1;9
40;No;Travel_Rarely;1492;Research & Development;20;4;Technical Degree;1;E1092;1;Male;61;3;3;Healthcare Representative;4;Married;10322;26542;4;Y;No;20;4;4;80;1;14;6;3;11;10;11;1
27;No;Non-Travel;1277;Research & Development;8;5;Life Sciences;1;E1094;1;Male;87;1;1;Laboratory Technician;3;Married;4621;5869;1;Y;No;19;3;4;80;3;3;4;3;3;2;1;2
55;No;Travel_Frequently;1091;Research & Development;2;1;Life Sciences;1;E1096;4;Male;65;3;3;Manufacturing Director;2;Married;10976;15813;3;Y;No;18;3;2;80;1;23;4;3;3;2;1;2
28;No;Travel_Rarely;857;Research & Development;10;3;Other;1;E1097;3;Female;59;3;2;Research Scientist;3;Single;3660;7909;3;Y;No;13;3;4;80;0;10;4;4;8;7;1;7
44;Yes;Travel_Rarely;1376;Human Resources;1;2;Medical;1;E1098;2;Male;91;2;3;Human Resources;1;Married;10482;2326;9;Y;No;14;3;4;80;1;24;1;3;20;6;3;6
33;No;Travel_Rarely;654;Research & Development;5;3;Life Sciences;1;E1099;4;Male;34;2;3;Healthcare Representative;4;Divorced;7119;21214;4;Y;No;15;3;3;80;1;9;2;3;3;2;1;2
35;Yes;Travel_Rarely;1204;Sales;4;3;Technical Degree;1;E1100;4;Male;86;3;3;Sales Executive;1;Single;9582;10333;0;Y;Yes;22;4;1;80;0;9;2;3;8;7;4;7
33;Yes;Travel_Frequently;827;Research & Development;29;4;Medical;1;E1101;1;Female;54;2;2;Research Scientist;3;Single;4508;3129;1;Y;No;22;4;2;80;0;14;4;3;13;7;3;8
28;No;Travel_Rarely;895;Research & Development;15;2;Life Sciences;1;E1102;1;Male;50;3;1;Laboratory Technician;3;Divorced;2207;22482;1;Y;No;16;3;4;80;1;4;5;2;4;2;2;2
34;No;Travel_Frequently;618;Research & Development;3;1;Life Sciences;1;E1103;1;Male;45;3;2;Healthcare Representative;4;Single;7756;22266;0;Y;No;17;3;3;80;0;7;1;2;6;2;0;4
37;No;Travel_Rarely;309;Sales;10;4;Life Sciences;1;E1105;4;Female;88;2;2;Sales Executive;4;Divorced;6694;24223;2;Y;Yes;14;3;3;80;3;8;5;3;1;0;0;0
25;Yes;Travel_Rarely;1219;Research & Development;4;1;Technical Degree;1;E1106;4;Male;32;3;1;Laboratory Technician;4;Married;3691;4605;1;Y;Yes;15;3;2;80;1;7;3;4;7;7;5;6
26;Yes;Travel_Rarely;1330;Research & Development;21;3;Medical;1;E1107;1;Male;37;3;1;Laboratory Technician;3;Divorced;2377;19373;1;Y;No;20;4;3;80;1;1;0;2;1;1;0;0
33;Yes;Travel_Rarely;1017;Research & Development;25;3;Medical;1;E1108;1;Male;55;2;1;Research Scientist;2;Single;2313;2993;4;Y;Yes;20;4;2;80;0;5;0;3;2;2;2;2
42;No;Travel_Rarely;469;Research & Development;2;2;Medical;1;E1109;4;Male;35;3;4;Manager;1;Married;17665;14399;0;Y;No;17;3;4;80;1;23;3;3;22;6;13;7
28;Yes;Travel_Frequently;1009;Research & Development;1;3;Medical;1;E1111;1;Male;45;2;1;Laboratory Technician;2;Divorced;2596;7160;1;Y;No;15;3;1;80;2;1;2;3;1;0;0;0
33;No;Travel_Frequently;970;Sales;7;3;Life Sciences;1;E1114;4;Female;30;3;2;Sales Executive;2;Married;4302;13401;0;Y;No;17;3;3;80;1;4;3;3;3;2;0;2
48;No;Non-Travel;1262;Research & Development;1;4;Medical;1;E1116;1;Male;35;4;4;Manager;4;Single;16885;16154;2;Y;No;22;4;3;80;0;27;3;2;5;4;2;1
